archive_url,penalty_note,sandbox_note,notes,fetched_at,row_id,state,state_name,instrument_type,title_original,title_en,machine_translation,status,date,authority_role,authority_name,quote_original,summary,source_url,verification,lead_source,url
,,Draft law would create an AI Regulatory Sandbox to support responsible innovation; operator details not yet final in the consultation notice.,Licence: AI Cyprus public page; quote kept short. Human review should update when the draft law is enacted and operator details are confirmed.,2026-09-07T00:00:00Z,cy-sandbox-draft-2026,CY,Cyprus,sandbox,The Artificial Intelligence Law of 2026,The Artificial Intelligence Law of 2026,False,announced,2026,"[""sandbox-operator""]",To be set under draft Artificial Intelligence Law of 2026,"""the creation of an AI Regulatory Sandbox""","The draft-law consultation notice states that Cyprus’s implementing law would create an AI Regulatory Sandbox aimed at supporting responsible innovation alongside governance, control and sanctions provisions.",https://ai.cy/blog/the-artificial-intelligence-law-of-2026/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/cy#cy-sandbox-draft-2026
,,,"Licence: Czech ministry official public page; quote kept under 25 words. Role is policy/implementation coordinator, not a final Article 70 authority designation.",2026-09-07T00:00:00Z,cz-authority-page-mpo-ai-act-gestor,CZ,Czechia,authority-page,Umělá inteligence,Artificial intelligence,True,operational,2025-05-28,"[""none""]",Ministerstvo průmyslu a obchodu,"""Gestorem AI Aktu bylo dne 28. května 2025 určeno Ministerstvo průmyslu a obchodu""",MPO’s AI page states that the Ministry of Industry and Trade became the Czech gestor for the AI Act on 28 May 2025 and links the national strategy and implementation work.,https://www.mpo.gov.cz/cz/podnikani/digitalni-ekonomika/umela-inteligence/,fetched-and-read,"[""official-site crawl"", ""AI Act Service Desk national resources""]",https://safelegalai.com/regulation/eu-ai-act/cz#cz-authority-page-mpo-ai-act-gestor
https://web.archive.org/web/20260907215005/https://ctu.gov.cz/umela-inteligence,,,Licence: ČTÚ official public page; quote kept short. Page states information is current to November 2025 and based partly on a draft national law.,2026-09-07T00:00:00Z,cz-deployer-guidance-ctu-ai-act,CZ,Czechia,deployer-guidance,Umělá inteligence,Artificial intelligence,True,operational,2025-11,"[""none""]",Český telekomunikační úřad,"""Co dělat pro dodržení AIA""","ČTÚ’s AI Act page provides national-facing compliance guidance sections for regulated actors, including who the AIA applies to, what to do for compliance, relevant entities and where to seek help.",https://ctu.gov.cz/umela-inteligence,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/cz#cz-deployer-guidance-ctu-ai-act
,,,Licence: Czech ministry official public page; quote kept short. Covers Article 77 only.,2026-09-07T00:00:00Z,cz-designation-notice-art77-authorities,CZ,Czechia,designation-notice,Orgány dle čl. 77 AI Aktu,Authorities under Article 77 of the AI Act,True,designated,2025-05-28,"[""fundamental-rights""]",ÚOOÚ; Kancelář veřejného ochránce práv,"""Orgány dle čl. 77 AI Aktu jsou Úřad pro ochranu osobních údajů""","MPO identifies the Czech Article 77 authorities as the Office for Personal Data Protection and the Office of the Public Defender of Rights, for fundamental-rights access under the AI Act.",https://www.mpo.gov.cz/cz/podnikani/digitalni-ekonomika/umela-inteligence/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/cz#cz-designation-notice-art77-authorities
,,,Licence: ČTÚ official public page; quote kept under 25 words. Human review: exact statutory basis and full authority matrix still pending.,2026-09-07T00:00:00Z,cz-designation-notice-ctu-msa-announced,CZ,Czechia,designation-notice,TISKOVÁ ZPRÁVA: ČTÚ od září posiluje dohled nad umělou inteligencí,Press release: ČTÚ strengthens AI oversight from September,True,announced,2026-09-01,"[""msa""]",Český telekomunikační úřad,"""ČTÚ byl v rámci implementace evropského Aktu o umělé inteligenci určen jedním z orgánů dozoru""","ČTÚ announced a new standalone AI supervision department from 1 September 2026 and says it has been determined as one market-surveillance body, while practical powers await the relevant legislation.",https://www.ctu.gov.cz/tiskova-zprava-ctu-od-zari-posiluje-dohled-nad-umelou-inteligenci-nove-oddeleni-povede-anna-hroudova,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/cz#cz-designation-notice-ctu-msa-announced
https://web.archive.org/web/20260907215005/https://ctu.gov.cz/umela-inteligence,,,Licence: ČTÚ official public page; quote kept under 25 words. Human review: final Czech act and penalties not verified in this slice.,2026-09-07T00:00:00Z,cz-implementing-act-draft-ai-law,CZ,Czechia,implementing-act,Návrh zákona o umělé inteligenci,Draft Act on Artificial Intelligence,True,draft,2025-11,"[""none""]",,"""vyžaduje národní adaptační zákony pro institucionální a sankční mechanismy""","ČTÚ’s AI Act information page says the directly applicable EU AI Act still requires Czech national adaptation laws for institutional and penalty mechanisms, and that the page is based on a draft AI law.",https://ctu.gov.cz/umela-inteligence,fetched-and-read,"[""official-site crawl"", ""Future of Life Institute national implementation plans""]",https://safelegalai.com/regulation/eu-ai-act/cz#cz-implementing-act-draft-ai-law
,,,Licence: Danish agency official public page; quote kept short.,2026-09-07T00:00:00Z,dk-deployer-guidance-digst-ai-rules,DK,Denmark,deployer-guidance,Reglerne i AI-forordningen,The rules in the AI Regulation,True,operational,2026,"[""none""]",Digitaliseringsstyrelsen,"""Aktører i AI-forordningen""","Digitaliseringsstyrelsen publishes deployer-facing guidance on AI Act risk categories, dates, AI literacy, transparency, high-risk systems and actors, helping businesses and authorities understand obligations.",https://digst.dk/tilsyn/ai-forordningen/reglerne-i-ai-forordningen/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-deployer-guidance-digst-ai-rules
,,,Licence: Danish official legal text/open public legal information; quote kept short. Roles are based on sections in the law text.,2026-09-07T00:00:00Z,dk-designation-notice-digst-spoc-notifying-msa,DK,Denmark,designation-notice,Digitaliseringsstyrelsen,Danish Agency for Digital Government,True,designated,2025-08-02,"[""msa"", ""spoc"", ""notifying""]",Digitaliseringsstyrelsen,"""Digitaliseringsstyrelsen er national kompetent myndighed""","Act No. 467 designates the Danish Agency for Digital Government as a national competent authority and gives it notifying-authority, single-point-of-contact and market-surveillance roles for specified prohibited AI practices.",https://api.retsinformation.dk/eli/lta/2025/467,fetched-and-read,"[""official API crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-designation-notice-digst-spoc-notifying-msa
,,,Licence: Danish official legal text/open public legal information; quote kept short.,2026-09-07T00:00:00Z,dk-designation-notice-datatilsynet-msa,DK,Denmark,designation-notice,Datatilsynet,Danish Data Protection Agency,True,designated,2025-08-02,"[""msa""]",Datatilsynet,"""Datatilsynet er national kompetent myndighed""",The law designates the Danish Data Protection Agency as a national competent authority and market-surveillance authority for prohibited AI practices linked to Article 5(1)(d) and (g).,https://api.retsinformation.dk/eli/lta/2025/467,fetched-and-read,"[""official API crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-designation-notice-datatilsynet-msa
,,,Licence: Danish official legal text/open public legal information; quote kept short. Relevant for justice-sector AI deployment and oversight.,2026-09-07T00:00:00Z,dk-designation-notice-domstolsstyrelsen-justice,DK,Denmark,designation-notice,Domstolsstyrelsen,Danish Court Administration,True,designated,2025-08-02,"[""msa""]",Domstolsstyrelsen and relevant court authorities,"""Domstolsstyrelsen er national kompetent myndighed""","Act No. 467 gives the Danish Court Administration a national competent authority role for certain court AI uses, while some court-use decisions are handled by the relevant court authority.",https://api.retsinformation.dk/eli/lta/2025/467,fetched-and-read,"[""official API crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-designation-notice-domstolsstyrelsen-justice
,,,Licence: Danish official legal text/open public legal information; quote kept under 25 words. Source read through the official Retsinformation API.,2026-09-07T00:00:00Z,dk-implementing-act-lov-467-2025,DK,Denmark,implementing-act,Lov nr. 467 af 14/05/2025,Act No. 467 of 14 May 2025,True,in-force,2025-08-02,"[""none""]",,"""Loven træder i kraft den 2. august 2025""",Denmark’s Act No. 467/2025 implements national AI Act authority designations and enforcement provisions. The official law text states that it entered into force on 2 August 2025.,https://api.retsinformation.dk/eli/lta/2025/467,fetched-and-read,"[""AI Act Service Desk national resources"", ""official API crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-implementing-act-lov-467-2025
,Act No. 467 includes fine provisions for violations of listed AI Act obligations and national enforcement duties.,,Licence: Danish official legal text/open public legal information; quote kept under 25 words.,2026-09-07T00:00:00Z,dk-penalty-law-lov-467-fines,DK,Denmark,penalty-law,Straf,Penalties,True,in-force,2025-08-02,"[""none""]",,"""Med bøde straffes den, der overtræder""","The Danish implementing act contains penalty provisions, using fines for breaches of specified AI Act obligations and Danish authority procedures connected with market surveillance and notified bodies.",https://api.retsinformation.dk/eli/lta/2025/467,fetched-and-read,"[""official API crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-penalty-law-lov-467-fines
https://web.archive.org/web/20260907215124/https://digst.dk/tilsyn/ai-forordningen/regulatorisk-sandkasse-for-ai/,,Digitaliseringsstyrelsen and Datatilsynet operate a free regulatory sandbox for AI projects involving GDPR and AI Act risk classification guidance.,Licence: Danish agency official public page; quote kept short. The page says the sandbox is not an approval scheme and gives no dispensation from existing rules.,2026-09-07T00:00:00Z,dk-sandbox-digst-datatilsynet-ai,DK,Denmark,sandbox,Regulatorisk sandkasse for AI,Regulatory sandbox for AI,True,operational,2026,"[""sandbox-operator""]",Digitaliseringsstyrelsen and Datatilsynet,"""etableret en regulatorisk sandkasse for AI""",The Danish sandbox page states that the Agency for Digital Government and Data Protection Agency have established an AI regulatory sandbox giving companies and authorities project-specific guidance on GDPR and AI Act risk classification.,https://digst.dk/tilsyn/ai-forordningen/regulatorisk-sandkasse-for-ai/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/dk#dk-sandbox-digst-datatilsynet-ai
,,,"Checked 2026-09-07: MKM, TTJA, RIA and Kratid official pages plus AI Act Service Desk Estonia filter/resources. Public-sector AI guidance exists, but no Article 70 instrument found.",2026-09-07T00:00:00Z,ee-authority-page-no-article70-instrument,EE,Estonia,authority-page,Tehisintellekt,Artificial intelligence,True,unknown,2026-09-07,"[""none""]",,"""Tehisintellekt""","No Estonian AI Act implementing act, Article 70 MSA/SPOC/notifying designation, penalty law or official sandbox operator notice was verified in the official pages checked for this slice.",https://www.kratid.ee/,page-read-no-document,"[""official-site crawl"", ""AI Act Service Desk national resources"", ""Future of Life Institute national implementation plans""]",https://safelegalai.com/regulation/eu-ai-act/ee#ee-authority-page-no-article70-instrument
,,,"Licence: Estonian public-sector portal; quote kept under 25 words. This is guidance/context, not an AI Act Article 70 designation.",2026-09-07T00:00:00Z,ee-deployer-guidance-kratid-public-sector,EE,Estonia,deployer-guidance,Tehisintellekt,Artificial intelligence,True,operational,2026,"[""none""]",Justiits- ja Digiministeerium; Riigi Infosüsteemi Amet,"""andmete ja tehisintellekti teemadest Eesti avalikus sektoris""","The Kratid portal provides official public-sector AI and data materials for Estonia, including AI project information and contacts at the Ministry of Justice and Digital Affairs and the State Information System Authority.",https://www.kratid.ee/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/ee#ee-deployer-guidance-kratid-public-sector
https://web.archive.org/web/20260729234305/https://tem.fi/en/ai-regulation,,,"Licence: Finnish ministry official web page; live page was blocked/limited in collection, Wayback snapshot read. Quote kept under 25 words.",2026-09-07T00:00:00Z,fi-designation-notice-art77-authorities,FI,Finland,designation-notice,Authorities protecting fundamental rights under EU Artificial Intelligence Act,Authorities protecting fundamental rights under EU Artificial Intelligence Act,False,designated,2026,"[""fundamental-rights""]","DPO, Non-Discrimination Ombudsman, Equality Ombudsman, Parliamentary Ombudsman, Consumer Ombudsman","""The Finnish authorities protecting fundamental rights under the AI Act""","TEM’s AI regulation page lists Finnish Article 77 authorities protecting fundamental rights, including the Data Protection Ombudsman, Non-Discrimination Ombudsman, Ombudsman for Equality, Parliamentary Ombudsman and Consumer Ombudsman.",https://tem.fi/en/ai-regulation,mirror-read,"[""official-site crawl"", ""Wayback""]",https://safelegalai.com/regulation/eu-ai-act/fi#fi-designation-notice-art77-authorities
,,,Licence: Finlex official legal text; quote kept under 25 words.,2026-09-07T00:00:00Z,fi-designation-notice-traficom-spoc,FI,Finland,designation-notice,Liikenne- ja viestintävirasto toimii keskitettynä yhteyspisteenä,Traficom acts as the single point of contact,True,designated,2026-01-01,"[""spoc"", ""msa""]",Liikenne- ja viestintävirasto Traficom,"""Liikenne- ja viestintävirasto toimii tekoälyasetuksen 70 artiklan 2 kohdassa tarkoitettuna keskitettynä yhteyspisteenä""","The Finnish act designates Traficom as the AI Act Article 70(2) single point of contact and assigns it market-surveillance tasks, including Article 50 transparency supervision within the national framework.",https://www.finlex.fi/fi/lainsaadanto/saadoskokoelma/2025/1377,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/fi#fi-designation-notice-traficom-spoc
,,,Licence: Finlex official legal text; quote kept short. Authority-name field is abbreviated because the statute lists multiple sector bodies.,2026-09-07T00:00:00Z,fi-designation-notice-sectoral-msas,FI,Finland,designation-notice,Markkinavalvontaviranomaiset,Market surveillance authorities,True,designated,2026-01-01,"[""msa""]","Tukes, Customs, Traficom, Fimea, Energy Authority, DPO, FIN-FSA and others","""Tekoälyasetuksen 6 artiklan 1 kohdassa tarkoitetun tekoälyjärjestelmän markkinavalvontaviranomaisia ovat""","Finland uses a decentralised market-surveillance model. The act lists sector authorities including Tukes, Customs, Traficom, the supervisory agency, Fimea, Energy Authority, Data Protection Ombudsman and FIN-FSA.",https://www.finlex.fi/fi/lainsaadanto/saadoskokoelma/2025/1377,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/fi#fi-designation-notice-sectoral-msas
